study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,TestText.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Laptop ,0,0,0,1.0222222222222221,1.4037582999990263,,,,,,,,,,,,0,0,0,5,,,,,0.02786079999896174,,0.016720399999030633,0.02786079999896174,0.02786079999896174,1.4362626999991335,1.0222222222222221,1.4037582999990263,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
mouse,1,1,0,1.0222222222222221,0.32803769999918586,,,,,,,,,,,,0,1,1,8,,,,,1.4520329999995738,,1.441904399998748,1.4520329999995738,1.4520329999995738,1.7860518999987107,1.0222222222222221,0.32803769999918586,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Poster ,2,2,0,1.0222222222222221,0.18055159999858006,,,,,,,,,,,,0,2,2,14,,,,,1.8019764999990002,,1.7899256000000605,1.8019764999990002,1.8019764999990002,1.98626669999976,1.0222222222222221,0.18055159999858006,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
board,3,3,0,1.0222222222222221,0.11236690000077942,,,,,,,,,,,,0,3,3,4,,,,,2.002082799999698,,1.990747799998644,2.002082799999698,2.002082799999698,2.1194335000000137,1.0222222222222221,0.11236690000077942,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
marble,4,4,0,1.0222222222222221,0.09906379999847559,,,,,,,,,,,,0,4,4,3,,,,,2.135770999999295,,2.12200219999977,2.135770999999295,2.135770999999295,2.236605000000054,1.0222222222222221,0.09906379999847559,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Case,5,5,0,1.0222222222222221,0.11419840000053227,,,,,,,,,,,,0,5,5,10,,,,,2.252245199999379,,2.2411068999990675,2.252245199999379,2.252245199999379,2.370053699998607,1.0222222222222221,0.11419840000053227,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
cushion,6,6,0,1.0222222222222221,0.09502749999955995,,,,,,,,,,,,0,6,6,1,,,,,2.3854945999992196,,2.375850899999932,2.3854945999992196,2.3854945999992196,2.4867138999998133,1.0222222222222221,0.09502749999955995,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Police,7,7,0,1.0222222222222221,0.11495350000041071,,,,,,,,,,,,0,7,7,12,,,,,2.502726900000198,,2.489395399999921,2.502726900000198,2.502726900000198,2.6196370999987266,1.0222222222222221,0.11495350000041071,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Chart,8,8,0,1.0222222222222221,0.09939889999986917,,,,,,,,,,,,0,8,8,6,,,,,2.635423499999888,,2.6223282999999356,2.635423499999888,2.635423499999888,2.736400899999353,1.0222222222222221,0.09939889999986917,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Cruise,9,9,0,1.0222222222222221,0.10032549999959883,,,,,,,,,,,,0,9,9,11,,,,,2.7524069999999483,,2.739680299999236,2.7524069999999483,2.7524069999999483,2.853858599999512,1.0222222222222221,0.10032549999959883,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
book,10,10,0,1.0222222222222221,0.11349440000049071,,,,,,,,,,,,0,10,10,0,,,,,2.869431600000098,,2.8561924999994517,2.869431600000098,2.869431600000098,2.986827799999446,1.0222222222222221,0.11349440000049071,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Pastry,11,11,0,1.0222222222222221,0.11259659999996074,,,,,,,,,,,,0,11,11,9,,,,,3.0020074999993085,,2.9913931999999477,3.0020074999993085,3.0020074999993085,3.1204361000000063,1.0222222222222221,0.11259659999996074,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
phone,12,12,0,1.0222222222222221,0.11437159999877622,,,,,,,,,,,,0,12,12,2,,,,,3.1354004999993776,,3.123442000000068,3.1354004999993776,3.1354004999993776,3.2540346999994654,1.0222222222222221,0.11437159999877622,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
T-shirt,13,13,0,1.0222222222222221,0.09372639999855892,,,,,,,,,,,,0,13,13,7,,,,,3.268953499999043,,3.2604527000003145,3.268953499999043,3.268953499999043,3.3696263000001636,1.0222222222222221,0.09372639999855892,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
Keys,14,14,0,1.0222222222222221,0.11356140000134474,,,,,,,,,,,,0,14,14,13,,,,,3.3857257999989088,,3.373570399999153,3.3857257999989088,3.3857257999989088,3.5035059999991063,1.0222222222222221,0.11356140000134474,,,,,,,,,,,,,,,3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,0,0,0,,,ta_l_,table,new ,"table
","[np.float64(-0.49444444444444446), np.float64(-0.49444444444444446), np.float64(-0.49444444444444446), np.float64(-0.14444444444444443)]","[np.float64(-0.2962962962962963), np.float64(-0.2962962962962963), np.float64(-0.2962962962962963), np.float64(-0.30833333333333335)]","[1, 0, 1, 1]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0.037684999999328284, 0.18675199999961478, 0.3043875000003027, 4.302838999999949]","[None, None, None, 'submit_text']",,,,,0,0,0,15,3.5254293999987567,,,,,,,,3.5162920000002487,3.5254293999987567,3.5254293999987567,3.5254293999987567,0.012783199999830686,7.819337599999926,"table
","[np.float64(-0.49444444444444446), np.float64(-0.49444444444444446), np.float64(-0.49444444444444446), np.float64(-0.14444444444444443)]","[np.float64(-0.2962962962962963), np.float64(-0.2962962962962963), np.float64(-0.2962962962962963), np.float64(-0.30833333333333335)]","[1, 0, 1, 1]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0.037684999999328284, 0.18675199999961478, 0.3043875000003027, 4.302838999999949]","[None, None, None, 'submit_text']",3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,1,1,0,,,P_li_e,Police,old,police,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[2.580958399999872],['submit_text'],,,,,0,1,1,7,7.835423499998797,,,,,,,,7.822054999998727,7.835423499998797,7.835423499998797,7.835423499998797,0.0024854999992385274,10.403323999998975,police,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[2.580958399999872],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,2,2,0,,,T_hi_t,Tshirt,old,tshirt,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[3.645547499998429],['submit_text'],,,,,0,2,2,2,10.419496299999082,,,,,,,,10.408121999998912,10.419496299999082,10.419496299999082,10.419496299999082,0.004509499998675892,14.053997499999241,tshirt,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[3.645547499998429],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,3,3,0,,,bo_t_e,bottle ,new ,bottle,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[2.8465177999987645],['submit_text'],,,,,0,3,3,18,14.068987900000138,,,,,,,,14.05721900000026,14.068987900000138,14.068987900000138,14.068987900000138,0.0030805999995209277,16.904009300000325,bottle,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[2.8465177999987645],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,4,4,0,,,l_pt_p,Laptop,old,laptop,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[2.6129084000003786],['submit_text'],,,,,0,4,4,0,16.91937719999987,,,,,,,,16.907170099999348,16.91937719999987,16.91937719999987,16.91937719999987,0.003028299999641604,19.520374399999127,laptop,[np.float64(-0.14444444444444443)],[np.float64(-0.30833333333333335)],[1],[0],[0],[2.6129084000003786],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,5,5,0,,,c_m_ra,camera ,new ,camera,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[3.029897599999458],['submit_text'],,,,,0,5,5,19,19.535264299998744,,,,,,,,19.523754599998938,19.535264299998744,19.535264299998744,19.535264299998744,0.00324699999873701,22.553918099998555,camera,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[3.029897599999458],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,6,6,0,,,c_s_,Case,old,case,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.54603490000045],['submit_text'],,,,,0,6,6,5,22.56952799999999,,,,,,,,22.55651939999916,22.56952799999999,22.56952799999999,22.56952799999999,0.0024919999996200204,25.102752099999634,case,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.54603490000045],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,7,7,0,,,_a_bl_,Marble ,old,,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[1.5647038000006432],['submit_text'],,,,,0,7,7,11,25.119357199999286,,,,,,,,25.10498369999914,25.119357199999286,25.119357199999286,25.119357199999286,0.0021602999986498617,26.669946699999855,,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[1.5647038000006432],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,8,8,0,,,_ho_e,Phone ,old,whose,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[3.6628787000008742],['submit_text'],,,,,0,8,8,12,26.685686499999065,,,,,,,,26.673271999999997,26.685686499999065,26.685686499999065,26.685686499999065,0.0032059000004664995,30.336441299999933,whose,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[3.6628787000008742],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,9,9,0,,,c_s_io_,cushion,old,cushion,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.929430799998954],['submit_text'],,,,,0,9,9,14,30.352675199999794,,,,,,,,30.3397475999991,30.352675199999794,30.352675199999794,30.352675199999794,0.0031834000001254026,33.26942059999965,cushion,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.929430799998954],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,10,10,0,,,_oo_,book ,old,book,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.781289200000174],['submit_text'],,,,,0,10,10,13,33.285374999999476,,,,,,,,33.27193729999999,33.285374999999476,33.285374999999476,33.285374999999476,0.0024186000009649433,36.05348690000028,book,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.781289200000174],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,11,11,0,,,K_y_,Keys,old,,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[0.5962548000006791],['submit_text'],,,,,0,11,11,8,36.068567899999834,,,,,,,,36.05650929999865,36.068567899999834,36.068567899999834,36.068567899999834,0.0028884999992442317,36.653007400000206,,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[0.5962548000006791],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,12,12,0,,,_o_rd,Board,old,chord,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.6983129999989615],['submit_text'],,,,,0,12,12,10,36.66893329999948,,,,,,,,36.65512459999991,36.66893329999948,36.66893329999948,36.66893329999948,0.0020387000004120637,39.35368769999877,chord,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.6983129999989615],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,13,13,0,,,P_st_r,Poster,old,poster,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.362676400000055],['submit_text'],,,,,0,13,13,9,39.36850570000024,,,,,,,,39.356541499999366,39.36850570000024,39.36850570000024,39.36850570000024,0.002743300001384341,41.719485099998565,poster,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.362676400000055],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,14,14,0,,,p_nc_l,pencil ,new ,pencil,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.4472240999984933],['submit_text'],,,,,0,14,14,16,41.734892799999216,,,,,,,,41.72272129999874,41.734892799999216,41.734892799999216,41.734892799999216,0.0031250000010913936,44.17031029999998,pencil,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.4472240999984933],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,15,15,0,,,_ha_t,Chart,old,chart,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.6460401999993337],['submit_text'],,,,,0,15,15,1,44.18530110000029,,,,,,,,44.174479899998914,44.18530110000029,44.18530110000029,44.18530110000029,0.00398490000043239,46.82087369999863,chart,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.6460401999993337],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,16,16,0,,,_ru_is_,Cruise,old,,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[1.1776864000003116],['submit_text'],,,,,0,16,16,6,46.835123900000326,,,,,,,,46.824361099999805,46.835123900000326,46.835123900000326,46.835123900000326,0.0033511999990878394,48.00233449999905,,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[1.1776864000003116],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,17,17,0,,,P_st_y,Pastry,old,pastry,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.814216700000543],['submit_text'],,,,,0,17,17,4,48.01839529999961,,,,,,,,48.005475599999045,48.01839529999961,48.01839529999961,48.01839529999961,0.003040999999939231,50.82005469999967,pastry,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.814216700000543],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,18,18,0,,,v_s_,vase,new ,vase,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.3766123999994306],['submit_text'],,,,,0,18,18,17,50.83515119999902,,,,,,,,50.82557579999957,50.83515119999902,50.83515119999902,50.83515119999902,0.005377999999836902,53.20246099999895,vase,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.3766123999994306],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
,19,19,0,,,_ou_se,mouse,old,mouse,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.748492000000624],['submit_text'],,,,,0,19,19,3,53.218574999998964,,,,,,,,53.20455249999941,53.218574999998964,53.218574999998964,53.218574999998964,0.0020165000005363254,55.953416799999104,mouse,[np.float64(0.05925925925925926)],[np.float64(-0.30092592592592593)],[1],[0],[0],[2.748492000000624],['submit_text'],3,001,2025-10-16_10h39.25.875,word priming,,2025.1.1,60.11186818673427,2025-10-16 10h39.31.030345 +0530,
